"데이터버전","분석단위","자치구명","법정동명","법정동코드8","면적구간","예산구간","거래건수","가격_중앙값_만원","가격_중앙값_억원","단가_중앙값_만원_m2","최소금액_만원","최대금액_만원","거래기간_시작","거래기간_끝","가격표본_신뢰도","GBD_시간분","YBD_시간분","CBD_시간분","3대도심_평균통근시간분","강남_광화문_평균통근시간분","강남_광화문_최장통근시간분","강남_여의도_평균통근시간분","강남_여의도_최장통근시간분","여의도_광화문_평균통근시간분","여의도_광화문_최장통근시간분","매핑_행정동수","통근자료_매핑수","통근자료상태","하락기_낙폭_%","저점대비_회복률_%","방어력_고점분기","방어력_저점분기","방어력_최근분기","유효분기수","방어력_거래건수합","현재고점_미검증","방어력상태","3040비중_%","3040_기준분기","통근점수","방어력점수","3040친화점수","유동성점수","통근점수_강남_광화문","통근점수_강남_여의도","통근점수_여의도_광화문","기존후보마스터_종합점수","기준_종합점수_검토용","최종_종합점수","통근우선_종합점수","방어우선_종합점수","시나리오점수_강남_광화문","시나리오점수_강남_여의도","시나리오점수_여의도_광화문","추천순위_예산면적내","통근우선순위_예산면적내","방어우선순위_예산면적내","강남_광화문_순위_예산면적내","강남_여의도_순위_예산면적내","여의도_광화문_순위_예산면적내","최종추천대상","추천상태","제외_주의사유","가격_산정기준","통근_산정기준","점수_가중치","참조기록","예산상한_억원","예산잔액_억원","가성비율_%","가성비순위_예산면적내","가성비점수","최종_안정성점수","안정성_출처","최종_종합점수_v2","추천상태_v2","최종추천대상_v2"
"v4.0_20260902","법정동×면적구간","영등포구","문래동2가","11560120.0","59㎡급(55~65)","9~12억","14","104850.0","10.48","1791.6951469583","90000","119000","20260110","20260811","충분(10건+)","61.5","31.5","46.9","46.6","54.2","61.5","46.5","61.5","39.2","46.9","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","36.68","20261","79.4","","63.2","34.0","52.0","75.4","81.6","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.52","12.7","26","51.0","51.0","가성비(대체)","62.3","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","영등포구","문래동3가","11560121.0","59㎡급(55~65)","9~12억","17","120000.0","12.0","2035.27815468114","66000","133000","20260115","20260806","충분(10건+)","61.5","31.5","46.9","46.6","54.2","61.5","46.5","61.5","39.2","46.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","17.0","384.0","True","현재고점_미검증","33.68","20261","79.4","","56.2","37.1","52.0","75.4","81.6","75.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.0","0.0","50","2.0","2.0","가성비(대체)","46.2","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","영등포구","문래동4가","11560122.0","59㎡급(55~65)","9~12억","4","98400.0","9.84","1644.11027568922","96500","100000","20260129","20260722","경고(5건미만)","61.5","31.5","46.9","46.6","54.2","61.5","46.5","61.5","39.2","46.9","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","37.76","20261","79.4","","65.8","15.5","52.0","75.4","81.6","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.16","18.0","12","78.4","78.4","가성비(대체)","69.3","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","영등포구","양평동3가","11560127.0","59㎡급(55~65)","9~12억","40","103000.0","10.3","1725.40795588844","73000","142000","20260110","20260807","충분(10건+)","60.9","29.2","47.2","45.8","54.0","60.9","45.0","60.9","38.2","47.2","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","18.0","496.0","True","현재고점_미검증","39.21","20261","81.5","","69.2","51.0","52.4","78.3","83.5","80.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.7","14.2","25","52.9","52.9","가성비(대체)","66.8","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","영등포구","양평동4가","11560128.0","59㎡급(55~65)","9~12억","4","108500.0","10.85","1813.16844919786","101500","119000","20260224","20260625","경고(5건미만)","57.7","27.8","46.6","44.0","52.2","57.7","42.8","57.7","37.2","46.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","10.0","115.0","True","현재고점_미검증","42.31","20261","85.8","","76.5","15.5","57.1","82.9","85.4","80.5","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.15","9.6","30","42.2","42.2","가성비(대체)","63.4","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","용산구","문배동","11170122.0","59㎡급(55~65)","9~12억","2","117750.0","11.78","2071.96903044167","117500","118000","20260410","20260605","경고(5건미만)","56.6","29.8","37.0","41.1","46.8","56.6","43.2","56.6","33.4","37.0","1","1","검증완료_v2기준","-13.5","0.0","20254.0","20261.0","20261.0","13.0","173.0","False","검증완료","24.28","20261","92.9","79.6","34.1","6.9","70.4","82.0","92.6","65.9","65.6","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.22","1.8","47","9.8","79.6","방어력(실측)","65.6","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","용산구","한강로3가","11170128.0","59㎡급(55~65)","9~12억","1","110000.0","11.0","1972.3865877712","110000","110000","20260509","20260509","경고(5건미만)","51.2","31.1","39.8","40.7","45.5","51.2","41.2","51.2","35.4","39.8","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","17.0","181.0","True","현재고점_미검증","37.21","20261","93.9","","64.5","0.0","73.6","86.1","88.7","79.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.0","8.3","32","38.2","38.2","가성비(대체)","60.4","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","용산구","후암동","11170101.0","59㎡급(55~65)","9~12억","9","100000.0","10.0","1605.65189466924","63000","108000","20260212","20260707","참고(5~9건)","49.0","37.9","29.7","38.9","39.4","49.0","43.4","49.0","33.8","37.9","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","31.88","20261","98.4","","52.0","27.2","88.9","81.5","91.8","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.0","16.7","15","69.6","69.6","가성비(대체)","71.0","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","은평구","증산동","11380110.0","59㎡급(55~65)","9~12억","41","120000.0","12.0","2152.85252960172","56000","159500","20260103","20260811","충분(10건+)","72.6","50.1","53.6","58.8","63.1","72.6","61.4","72.6","51.8","53.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","19.0","355.0","True","현재고점_미검증","26.55","20261","49.6","","39.4","51.4","29.9","45.8","57.5","62.9","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.0","0.0","50","2.0","2.0","가성비(대체)","33.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","종로구","무악동","11110187.0","59㎡급(55~65)","9~12억","5","116990.0","11.7","1949.83333333333","109990","172000","20260126","20260627","참고(5~9건)","52.6","38.2","30.5","40.4","41.6","52.6","45.4","52.6","34.4","38.2","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","17.0","355.0","True","현재고점_미검증","24.86","20261","94.6","","35.4","18.6","83.4","77.6","90.8","73.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.3","2.5","46","11.8","11.8","가성비(대체)","47.4","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","강남구","개포동","11680103.0","59㎡급(55~65)","12억 초과","63","285000.0","28.5","4751.97999166319","82000","337000","20260102","20260804","충분(10건+)","37.2","60.8","64.6","54.2","50.9","64.6","49.0","60.8","62.8","64.6","4","4","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1914.0","True","현재고점_미검증","31.95","20261","60.7","","52.1","58.6","60.1","70.4","36.8","69.8","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","103","2.9","2.9","가성비(대체)","41.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강남구","삼성동","11680105.0","59㎡급(55~65)","12억 초과","28","222000.0","22.2","3737.70836907808","148200","318000","20260110","20260703","충분(10건+)","19.2","51.8","57.0","42.7","38.1","57.0","35.5","51.8","54.4","57.0","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","923.0","True","현재고점_미검증","38.07","20261","89.1","","66.5","45.2","92.0","97.4","52.6","81.3","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","93","12.4","12.4","가성비(대체)","56.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강남구","세곡동","11680111.0","59㎡급(55~65)","12억 초과","7","174000.0","17.4","2905.32643179162","150000","178000","20260126","20260629","참고(5~9건)","49.3","71.4","74.1","64.9","61.7","74.1","60.4","71.4","72.8","74.1","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","17.0","284.0","True","현재고점_미검증","43.66","20261","34.5","","79.7","23.4","33.4","47.8","17.8","64.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","69","35.2","35.2","가성비(대체)","44.9","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","강남구","수서동","11680115.0","59㎡급(55~65)","12억 초과","6","223000.0","22.3","3724.93583305435","198000","242000","20260126","20260728","참고(5~9건)","42.0","64.3","67.8","58.0","54.9","67.8","53.2","64.3","66.0","67.8","3","3","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","19.0","976.0","True","현재고점_미검증","42.16","20261","51.4","","76.1","21.2","50.3","62.1","30.5","68.7","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","94","11.4","11.4","가성비(대체)","42.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","강남구","신사동","11680107.0","59㎡급(55~65)","12억 초과","8","164250.0","16.42","2749.87443495731","123000","180000","20260328","20260730","참고(5~9건)","29.1","44.8","40.8","38.2","35.0","40.8","36.9","44.8","42.8","44.8","2","2","검증완료_v2기준","-17.7","10.2","20253.0","20254.0","20261.0","13.0","174.0","False","검증완료","35.81","20261","100.0","73.1","61.2","25.4","99.8","94.5","74.7","73.5","74.8","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","58","45.7","73.1","방어력(실측)","74.8","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","강남구","압구정동","11680110.0","59㎡급(55~65)","12억 초과","2","448500.0","44.85","7022.076092062","357000","540000","20260124","20260309","경고(5건미만)","29.1","44.8","40.8","38.2","35.0","40.8","36.9","44.8","42.8","44.8","2","2","검증완료_v2기준","-8.4","0.0","20254.0","20261.0","20261.0","21.0","845.0","False","검증완료","31.96","20261","100.0","87.5","52.1","6.9","99.8","94.5","74.7","73.7","75.0","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","106","0.0","87.5","방어력(실측)","75.0","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","강남구","일원동","11680114.0","59㎡급(55~65)","12억 초과","32","215500.0","21.55","3606.09103078983","151000","270000","20260108","20260711","충분(10건+)","39.2","62.2","66.5","55.9","52.8","66.5","50.7","62.2","64.3","66.5","4","4","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","20.0","907.0","True","현재고점_미검증","31.14","20261","56.5","","50.2","47.4","55.4","67.1","33.8","67.0","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","91","14.3","14.3","가성비(대체)","41.4","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강남구","자곡동","11680112.0","59㎡급(55~65)","12억 초과","16","149250.0","14.92","2490.40547305189","99700","188000","20260103","20260709","충분(10건+)","49.3","71.4","74.1","64.9","61.7","74.1","60.4","71.4","72.8","74.1","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","20.0","568.0","True","현재고점_미검증","44.85","20261","34.5","","82.5","36.2","33.4","47.8","17.8","66.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","40","62.9","62.9","가성비(대체)","55.2","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강동구","명일동","11740101.0","59㎡급(55~65)","12억 초과","42","175000.0","17.5","2960.58196582643","56500","189000","20260130","20260725","충분(10건+)","61.1","79.2","65.2","68.5","63.1","65.2","70.2","79.2","72.2","79.2","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","20.0","1648.0","True","현재고점_미검증","30.41","20261","25.7","","48.5","51.8","29.9","28.2","18.8","56.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","70","34.3","34.3","가성비(대체)","36.6","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강동구","상일동","11740103.0","59㎡급(55~65)","12억 초과","84","164500.0","16.45","2742.32878640163","55000","191500","20260103","20260731","충분(10건+)","68.8","83.5","74.4","75.5","71.6","74.4","76.1","83.5","78.9","83.5","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1901.0","True","현재고점_미검증","25.06","20261","8.4","","35.9","63.3","8.9","16.3","6.0","48.7","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","59","44.8","44.8","가성비(대체)","31.7","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","강동구","암사동","11740107.0","59㎡급(55~65)","12억 초과","93","149500.0","14.95","2505.11247443763","58000","176000","20260107","20260731","충분(10건+)","51.7","74.9","63.3","63.3","57.5","63.3","63.3","74.9","69.1","74.9","3","3","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1920.0","True","현재고점_미검증","31.11","20261","38.4","","50.1","65.0","43.8","41.9","24.7","62.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","41","61.9","61.9","가성비(대체)","51.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","광진구","광장동","11215104.0","59㎡급(55~65)","12억 초과","34","170000.0","17.0","2839.73144537463","94000","230000","20260110","20260801","충분(10건+)","46.9","64.5","52.2","54.5","49.6","52.2","55.7","64.5","58.4","64.5","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1439.0","True","현재고점_미검증","30.29","20261","60.0","","48.2","48.4","63.6","57.1","45.2","67.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","63","40.0","40.0","가성비(대체)","49.9","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","광진구","구의동","11215103.0","59㎡급(55~65)","12억 초과","52","163000.0","16.3","2724.84119023738","50000","180000","20260103","20260811","충분(10건+)","42.4","63.2","47.8","51.1","45.1","47.8","52.8","63.2","55.5","63.2","3","3","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1068.0","True","현재고점_미검증","33.04","20261","68.3","","54.7","55.4","74.6","62.9","50.5","72.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","56","47.6","47.6","가성비(대체)","57.4","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","광진구","자양동","11215105.0","59㎡급(55~65)","12억 초과","54","145500.0","14.55","2396.57238218162","73000","173000","20260105","20260801","충분(10건+)","40.4","62.2","51.7","51.4","46.1","51.7","51.3","62.2","57.0","62.2","4","4","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1874.0","True","현재고점_미검증","30.62","20261","67.6","","49.0","56.0","72.2","65.8","47.8","71.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","38","64.8","64.8","가성비(대체)","61.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","구로구","신도림동","11530101.0","59㎡급(55~65)","12억 초과","106","125150.0","12.52","2094.13198414063","85000","145000","20260103","20260808","충분(10건+)","61.7","33.3","50.6","48.5","56.2","61.7","47.5","61.7","42.0","50.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1548.0","True","현재고점_미검증","32.25","20261","74.7","","52.8","67.2","47.2","73.4","76.3","75.8","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","9","92.4","92.4","가성비(대체)","73.8","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","동작구","노량진동","11590101.0","59㎡급(55~65)","12억 초과","37","145000.0","14.5","2430.03184179655","90000","168000","20260123","20260731","충분(10건+)","48.3","28.4","43.1","39.9","45.7","48.3","38.4","48.3","35.8","43.1","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","675.0","True","현재고점_미검증","31.65","20261","95.8","","51.4","49.7","73.1","91.6","88.1","81.1","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","36","66.7","66.7","가성비(대체)","71.4","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","동작구","동작동","11590106.0","59㎡급(55~65)","12억 초과","3","182000.0","18.2","3033.3838897315","160000","190000","20260213","20260610","경고(5건미만)","42.8","41.9","50.6","45.1","46.7","50.6","42.3","42.8","46.2","50.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","14.0","228.0","True","현재고점_미검증","28.37","20261","83.1","","43.7","11.7","70.6","83.7","68.2","71.7","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","78","26.7","26.7","가성비(대체)","49.2","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","동작구","본동","11590104.0","59㎡급(55~65)","12억 초과","20","139500.0","13.95","2352.9774959514","103000","207000","20260103","20260722","충분(10건+)","46.9","29.0","43.6","39.8","45.2","46.9","38.0","46.9","36.3","43.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","18.0","490.0","True","현재고점_미검증","29.41","20261","96.1","","46.1","39.7","74.2","92.5","87.1","79.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","23","78.1","78.1","가성비(대체)","72.6","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","동작구","사당동","11590107.0","59㎡급(55~65)","12억 초과","154","121850.0","12.18","2032.18797458287","49700","207000","20260103","20260819","충분(10건+)","42.4","46.7","54.3","47.8","48.4","54.3","44.5","46.7","50.5","54.3","5","5","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","2477.0","True","현재고점_미검증","31.78","20261","76.5","","51.7","73.5","66.5","79.4","60.1","77.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","2","99.0","99.0","가성비(대체)","76.7","추천가능_가성비대체","True"
